MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
368018310,2022-03-31T00:00:04,30.48111,-86.48566,0,360,511,TRISTEN,IMO0000001,WDJ8628,32,0,21,8,3.1,57,A
368115150,2022-03-31T00:00:11,29.91975,-89.96075,0.1,314.2,253,CROSBY EXPRESS,,WDL2764,31,12,28,8,3,31,A
367653630,2022-03-31T00:00:03,46.15341,-123.37715,0,183.3,511,OSCAR B,,WDH7993,60,0,33,,,99,A
319048700,2022-03-31T00:00:02,30.14941,-85.73358,0,54.2,511,CHUFRAN,,ZCFC7,37,,24,,,,B
319211600,2022-03-31T00:00:13,49.30333,-123.21061,0,18.2,274,ONE ARCADIA,IMO9468310,ZGOK7,71,1,332,46,13.4,71,A
368075450,2022-03-31T00:00:05,29.98244,-93.20536,6.8,315.9,315,VELLE DEVALL,,WDK6529,52,12,20,9,0,52,A
368237000,2022-03-31T00:00:04,18.22849,-65.61905,0,360,511,CAYO LARGO,IMO9535113,WDE5350,60,0,50,14,2.1,60,A
367031680,2022-03-31T00:00:03,31.00847,-88.01848,0,290.1,511,TOUCHSTONE ENERGY,,WDC4848,31,15,20,8,0,31,A
368167820,2022-03-31T00:00:08,28.9507,-95.33393,0,267.8,90,BAFFIN BAY,IMO101229469,WDL8253,57,12,115,34,2.8,57,A
367487360,2022-03-31T00:00:09,37.02093,-89.16982,0,196,337,EMMA KATE,,WDF7714,31,15,24,9,,31,A
366826940,2022-03-31T00:00:03,29.74415,-95.09704,0,283.7,134,THOMAS E ROLLINS,IMO8635693,WDA6028,31,0,24,9,,52,A
367731930,2022-03-31T00:00:25,48.06195,-123.03964,0,238.4,511,RITE OF PASSAGE,,WDI7758,37,,16,5,,,B
367183020,2022-03-31T00:00:03,29.86115,-93.93829,0.1,4.4,304,BUCCANEER,IMO9397406,WDD7185,31,0,29,10,3.7,90,A
431605000,2022-03-31T00:00:00,46.15051,-123.04663,13.4,127.5,128,VICTORIOUS ACE,IMO9610406,7KKN,70,0,200,32,8.5,70,A
367529030,2022-03-31T00:00:07,46.19683,-123.82383,7.7,67.9,56,CONNOR FOSS,,WDG3727,57,0,19,,,57,A
367756280,2022-03-31T00:00:00,32.08185,-81.06497,0.1,106.5,257,ARKANSAS,,WDJ2212,31,15,,,,31,A
367499090,2022-03-31T00:00:07,29.37493,-94.86755,0,233.2,284,LCPL PHILLIP C GEORG,,WDF8835,31,12,24,10,,57,A
369629000,2022-03-31T00:00:03,21.30504,-157.86464,0.1,107.4,511,MAJESTIC,IMO8986016,WDI7186,60,0,45,9,,0,A
366998050,2022-03-31T00:00:09,29.7325,-95.20635,0,271.4,511,SAINTE MARIE,IMO8983143,WDC2815,31,12,22,10,,57,A
367777930,2022-03-31T00:00:09,29.33183,-94.84193,3.2,45.1,511,MARY,,WDJ4464,52,0,0,0,0,52,A
367448590,2022-03-31T00:00:11,29.76337,-95.11014,0,32.6,511,RHONDA E,,WDF4153,31,12,14,6,,52,A
369493705,2022-03-31T00:00:12,30.36383,-89.0895,0,250.5,511,CG45705,,,51,15,14,4,1,51,A
367047090,2022-03-31T00:00:14,46.15985,-123.40544,0.4,133.4,136,HURRICANE,,WDC5830,31,12,31,9,,52,A
316006075,2022-03-31T00:00:15,49.16613,-123.88283,2.3,137.9,511,MAREN J,,,52,0,14,6,2.3,52,A
366845060,2022-03-31T00:00:01,29.31225,-94.80235,0.1,298.4,511,ASHTON T,,WDIJ,90,5,28,7,,60,A
636014814,2022-03-31T00:00:07,29.72932,-95.02832,7.6,114,117,BLUEFIN,IMO9551868,A8WR8,80,0,145,23,9,80,A
367437640,2022-03-31T00:00:07,27.81022,-97.24398,7,89.4,511,BREAK OF DAWN,IMO8523151,WDF3243,31,0,27,8,2.6,31,A
367563360,2022-03-31T00:00:03,29.26154,-89.36059,0,232.2,511,DUTCH GIRL,IMO8660088,WDG7047,60,0,37,8,,60,A
368188830,2022-03-31T00:00:01,46.16901,-123.91378,0,180.8,511,ANITA D,,WDM2511,30,0,20,7,3.2,30,A
367349430,2022-03-31T00:00:04,47.57379,-122.34471,0.1,205.3,208,PACIFIC FALCON,IMO7200128,WDE4151,31,0,36,9,3.9,31,A
258005000,2022-03-31T00:00:03,19.62098,-68.39213,10,92.1,92,STAR LYSEFJORD,IMO9616840,LAQQ7,70,0,204,32,12.6,70,A
338926414,2022-03-31T00:00:06,18.45998,-66.11528,0,151.9,274,CG HERIBERTO HERNAND,,NDOB,90,0,46,7,,55,A
319920000,2022-03-31T00:00:03,18.33468,-64.92134,0,245.5,252,LEGACY,IMO9583586,ZGBY7,37,5,49,9,2.4,37,A
316024235,2022-03-31T00:00:06,49.16508,-123.88171,2.3,135.9,511,HELEN J,,CFN6439,31,11,14,6,0.3,31,A
368182130,2022-03-31T00:00:07,30.05908,-93.37941,0.4,117,114,GRAND CHENIER,,WDL9772,57,0,205,17,2.7,57,A
316002956,2022-03-31T00:00:07,49.30123,-123.02279,0,242.7,511,OCEAN MARAUDER,IMO7803152,CZ9687,30,0,28,7,4,30,A
366964110,2022-03-31T00:00:07,29.40962,-94.87873,0.1,144,511,MISS DANA,,WAD8305,31,0,18,6,,90,A
367692890,2022-03-31T00:00:09,38.83964,-90.10554,0,105.2,358,LESTER CRUSE,,WDI3882,31,0,29,,,57,A
367643760,2022-03-31T00:00:10,29.12001,-90.20777,0,283.1,340,HOS WOODLAND,IMO9742716,WDH7001,90,0,92,23,,0,A
367393020,2022-03-31T00:00:01,29.78766,-95.06584,0,101.3,238,EMMA M SAVAGE,,WDE7411,31,12,27,10,,57,A
367570080,2022-03-31T00:00:02,29.834,-93.9564,0,329.2,511,HORACE CENAC,,WDG7714,31,0,28,,,32,A
367606860,2022-03-31T00:00:07,29.859,-93.94074,0,288.4,511,HAYLEY MORAN,IMO9717321,WDH3383,31,0,28,12,3.2,52,A
368143890,2022-03-31T00:00:00,29.79146,-90.06519,0,85.9,184,REDFISH,,WDL5734,57,12,115,33,3.1,57,A
370328000,2022-03-31T00:00:03,29.57804,-89.80059,17,128.2,130,JIPRO NEFTIS,IMO9459292,3EWC8,82,8,175,28,7.1,80,A
366972260,2022-03-31T00:00:03,29.77826,-95.1,3.4,212.8,511,KENNETH J DEVALL,,WDB9240,31,0,15,6,,31,A
303925000,2022-03-31T00:00:04,32.86285,-79.96435,0,108.4,73,PATHFINDER,IMO9075199,NGKK,90,0,100,17,5.8,35,A
367638480,2022-03-31T00:00:03,48.75453,-122.49349,0,189.4,511,OCEAN HUNTER,IMO8705852,WDH6487,30,0,25,7,,30,A
367521810,2022-03-31T00:00:04,38.00724,-90.0638,0.1,254.4,511,LISA ANN,,WDG3036,31,15,17,,,31,A
369970630,2022-03-31T00:00:05,39.67621,-91.29703,0,126.9,301,DAVENPORT,,AEMK,31,3,,,,31,A
357175000,2022-03-31T00:00:00,48.47441,-125.41904,1,115,193,NYK REMUS,IMO9416965,3FPB5,70,0,294,32,13.5,70,A
367675910,2022-03-31T00:00:07,35.47119,-90.00012,4.8,331.9,335,LINDSAY M NOBLES,,WDI2220,31,0,32,,,52,A
367564240,2022-03-31T00:00:01,29.98099,-93.8821,0,273.8,93,INNOVATOR,,WDG7137,31,12,23,,,57,A
367524110,2022-03-31T00:00:10,29.69118,-94.98728,6,312.3,306,SAVAGE WISDOM,,WDG3252,31,0,18,7,,57,A
367652980,2022-03-31T00:00:02,29.77155,-95.10204,0,215.8,276,MICHELLE GOLDING,,WDH7930,31,12,25,,,57,A
367478770,2022-03-31T00:00:14,30.03885,-93.33422,0,251.3,353,HERCULES,IMO9627370,WDF6880,31,5,30,12,3.8,52,A
338198348,2022-03-31T00:00:15,32.07847,-80.98609,0,156.9,511,HANK ADAMS,,,33,,,,,,B
353244000,2022-03-31T00:00:02,27.01667,-94.07344,11.1,333.4,336,NAVE BELLATRIX,IMO9459084,3FEC7,80,0,183,32,13.1,80,A
367500410,2022-03-31T00:00:19,28.6528,-96.05533,5.4,239.9,234,RICHARD J DEVALL,,WDF8965,31,15,17,6,,31,A
368050130,2022-03-31T00:00:00,32.14289,-81.13933,0,256.2,511,MR MIKE,,WDK3928,31,0,17,8,2.4,31,A
369580000,2022-03-31T00:00:00,46.04651,-122.88057,10.3,175.3,173,SOUND RELIANCE,IMO9277369,WXAE,31,0,38,12,5.8,57,A
367505060,2022-03-31T00:00:02,27.81207,-97.40081,0,239,84,PATRICIA ANNE,,WDF9428,31,12,26,9,,31,A
369578000,2022-03-31T00:00:05,27.33239,-82.54574,0,249.6,511,SHARON LEE,,WDH6134,37,0,29,7,,37,A
368085810,2022-03-31T00:00:05,29.25465,-89.97208,0,289.6,511,GOL LIGHTNING,,WDK7581,60,0,38,8,3,60,A
367727410,2022-03-31T00:00:06,45.83721,-122.78792,8.3,20.8,9,AMY B,IMO7216074,WDI7307,31,0,20,7,,52,A
367676420,2022-03-31T00:00:06,46.1708,-123.91365,5.2,216.5,511,STEVE C,IMO7307031,WDI2267,30,,22,6,,,B
367637490,2022-03-31T00:00:02,29.78294,-95.07359,0,46.3,42,TUTTY CENAC,,WDH6395,31,12,21,,,57,A
368045380,2022-03-31T00:00:02,27.84042,-97.06879,3.4,170.5,511,PHIL WILSON,,WDK3451,60,15,48,16,3.3,60,A
367781330,2022-03-31T00:00:02,37.18637,-88.26465,0,275,359,PATSY M,,WDJ4807,31,0,15,6,,31,A
367768250,2022-03-31T00:00:07,27.84389,-97.07022,0.1,318.3,511,R E STOTZER JR,,WDJ3467,60,0,,,,60,A
563094300,2022-03-31T00:00:08,30.01053,-93.99357,0.1,229.9,108,BW KIZOKU,IMO9810032,9V5837,80,5,230,37,8.4,80,A
367368460,2022-03-31T00:00:09,32.08193,-81.06503,0.1,351.2,270,GEORGIA,,WCZ9212,31,0,30,7,,52,A
368083470,2022-03-31T00:00:00,38.82953,-90.11462,0,279.7,10,RALPH C,,WDK7339,57,12,124,34,3.3,57,A
368174480,2022-03-31T00:00:00,29.99055,-90.41613,6.7,301.4,511,STEEL SKIPPER,,WDL8950,31,15,30,10,0,31,A
367726950,2022-03-31T00:00:13,29.51161,-94.52541,5.5,68.8,66,GAIL CECILIA,,WDI7262,31,0,,,,99,A
367580620,2022-03-31T00:00:06,30.34915,-88.50544,0,291.7,16,JAMES GOLDING,,WDG8741,31,12,25,,,52,A
377245000,2022-03-31T00:00:15,26.00168,-80.12247,0,276.1,207,PORTOFINO,,J8Y3569,37,5,,,,37,A
367004560,2022-03-31T00:00:05,29.633,-89.9179,0,262.2,511,SIR BARTON,,WDH7807,31,15,18,7,,31,A
367709050,2022-03-31T00:00:02,46.58029,-124.33285,8,346.6,342,SEA STORM,IMO8103042,WDI5485,30,0,37,9,,30,A
316002912,2022-03-31T00:00:28,49.16293,-122.99272,0,185.4,511,NATIVE JOYE,,,30,,16,6,2.6,,B
366943490,2022-03-31T00:00:04,27.92857,-82.44724,4,182.4,12,SUWANNEE RIVER,IMO9207912,WCZ7163,31,5,27,15,4.8,52,A
367765930,2022-03-31T00:00:00,35.07691,-90.17749,7.9,174.5,186,SCF VISION,,WDJ3219,31,0,,,,57,A
367129630,2022-03-31T00:00:01,37.0485,-88.42708,0,245.7,511,TATE OGLESBY,,WDC2893,31,0,50,11,,32,A
367687520,2022-03-31T00:00:02,30.4493,-91.20101,0,296.6,355,CHIPPEWA,,WDI3361,31,0,22,,,57,A
367005970,2022-03-31T00:00:04,27.74212,-82.52644,7.7,31.1,511,KAITLIN OLIVIA,,WCY6622,31,0,21,7,,32,A
366984310,2022-03-31T00:00:05,29.97301,-90.3993,0.1,196,347,CRIMSON DUKE,,WDB9874,31,12,59,16,,57,A
367502540,2022-03-31T00:00:06,29.93894,-90.0062,0,101.8,304,STEVE GOLDING,,WDF9182,31,12,33,9,,57,A
368202610,2022-03-31T00:00:07,47.54221,-122.64287,0,360,511,ESCAPADE,,WDM4020,37,0,0,0,0,37,A
367005920,2022-03-31T00:00:08,29.58736,-94.84618,0,0,511,PEGGY ANN,,WDC3327,31,3,20,7,,52,A
366972910,2022-03-31T00:00:17,30.07287,-93.72129,0,107,511,T CLAUDE DEVALL,,WYU9725,31,0,15,6,,31,A
367465960,2022-03-31T00:00:01,29.48978,-94.86446,6.7,158.7,511,CROSBY CARRIER,,WDF5669,31,0,19,8,,31,A
338093499,2022-03-31T00:00:02,30.32146,-81.44006,0,327.2,511,FINANGLER,,,37,,16,5,,,B
368075150,2022-03-31T00:00:03,27.86421,-97.0479,0,325.3,20,COCHRAN,,WDK6501,57,0,206,18,2.5,52,A
367592640,2022-03-31T00:00:06,29.90004,-90.07973,0,264.3,511,CAPT CJ,,WDG9929,31,8,21,,,31,A
369970440,2022-03-31T00:00:07,38.58974,-90.20531,0.1,147.3,47,PATHFINDER,IMO8891077,AEBQ,90,0,21,8,,59,A
538007903,2022-03-31T00:00:07,19.40717,-65.4795,11.9,98,97,MANAH,IMO9365764,V7QR4,0,0,333,60,20,0,A
367456870,2022-03-31T00:00:08,30.44507,-91.19897,0.9,189.5,511,LIBERTY,IMO8981432,WDF4885,31,0,22,9,,57,A
367442390,2022-03-31T00:00:02,29.3148,-94.7793,6.9,156.7,157,YELLOW ROSE,,WDF3650,50,0,21,5,,50,A
367034960,2022-03-31T00:00:00,33.76761,-118.21696,0,32.5,26,PONO,,WCB4095,31,0,22,8,,52,A
367169320,2022-03-31T00:00:03,38.33416,-90.37348,2,199.8,511,PAT PICKETT,,WDD6184,31,12,22,8,,52,A
368142760,2022-03-31T00:00:00,29.76373,-95.09343,0,223.1,142,BRISCOE,IMO126138300,WDL5619,57,0,116,33,2.8,52,A
366074000,2022-03-31T00:00:07,29.74907,-95.16924,0,360,511,RMS VICTORY,,WDG5259,60,0,25,7,,60,A
367573610,2022-03-31T00:00:01,27.82345,-97.48988,0,202.6,511,JOHN M WIKE,,WDG8060,31,12,24,,,52,A
367004850,2022-03-31T00:00:09,30.69978,-88.03555,0.1,297.5,250,ASHLEIGH,,WDC3260,31,15,26,10,,90,A
368110430,2022-03-31T00:00:05,29.96926,-90.2403,0,113.1,296,POINT A LA HACHE,,WDL2256,57,12,113,33,2.6,57,A
565747000,2022-03-31T00:00:03,33.75212,-118.23962,0,310.5,251,MAERSK ALFIRK,IMO9342516,9VBN2,70,5,337,45,15,71,A
367098660,2022-03-31T00:00:03,30.25252,-93.2212,6.4,327.4,324,CAPT CALVIN DEVALL,,WDC9186,31,5,19,7,,99,A
367513220,2022-03-31T00:00:04,45.64097,-122.72336,4.3,114.7,511,VANCOUVER,IMO9060106,WDG2203,31,0,22,8,3.2,52,A
367759860,2022-03-31T00:00:01,40.04691,-80.73077,0,360,511,ROCKET,,WDJ2592,31,0,20,,,31,A
366773150,2022-03-31T00:00:08,32.84313,-79.89595,5.7,167.2,165,ELIZABETH ANN,IMO8851209,WCZ5348,31,0,30,9,,52,A
366751770,2022-03-31T00:00:05,47.53784,-122.32857,0,231.8,135,BILLIE H,IMO8964719,WCY4992,31,0,27,8,4.7,32,A
367597250,2022-03-31T00:00:10,30.10228,-93.31263,0.1,220.7,294,E A CENAC,,WDH2406,31,12,21,,,57,A
232033857,2022-03-31T00:00:16,26.09882,-80.1665,0,259.8,37,TAYRONA,,MITI4,37,5,40,8,3,37,A
367560980,2022-03-31T00:00:05,27.63512,-82.56332,0,294.6,511,AURA,IMO9641742,WDJ4216,31,0,26,12,,90,A
367757320,2022-03-31T00:00:02,27.81011,-97.34502,19,88.8,511,EMMA KATE,,WDJ2325,60,0,18,5,,99,A
367377760,2022-03-31T00:00:14,26.51708,-80.05407,0,95.5,511,YOREL,,WDE6241,37,,22,6,,,B
368087080,2022-03-31T00:00:03,38.0176,-90.09442,0,360,511,T.R. STONE,,WDK7714,79,15,19,7,0,79,A
366792940,2022-03-31T00:00:05,29.74052,-95.28167,0,118.7,178,JESS NEWTON,IMO8962448,WDA2941,31,0,30,11,4.5,52,A
366998890,2022-03-31T00:00:04,29.99627,-93.94745,0,278,511,APACHE,,WDH8266,31,0,16,6,3,31,A
367389540,2022-03-31T00:00:04,30.29253,-91.22627,0.6,201.3,511,HOLY CROSS,,WDE7144,31,12,22,9,,57,A
367424960,2022-03-31T00:00:01,29.79507,-93.32488,0,295.2,511,DOMINIC S,IMO8783971,WDF2107,90,0,37,7,,90,A
368222890,2022-03-31T00:00:02,29.96482,-90.27652,3.5,248.6,248,GREEN WAVE,,WDM6181,57,15,24,10,0,57,A
367444740,2022-03-31T00:00:05,30.4298,-91.20617,0.9,299.4,511,RISEN SAVIOUR,,WDF3849,31,12,21,8,,57,A
367002530,2022-03-31T00:00:12,29.83386,-85.30991,0,360,511,PATRICIA LEE,IMO8969355,WDC3092,30,,26,7,,,B
367319320,2022-03-31T00:00:06,38.40483,-82.56376,0.1,93.1,106,STEPHEN T,,WDE2021,31,15,19,7,,0,A
366824910,2022-03-31T00:00:08,48.14066,-123.42551,0,179.6,294,JUAN DE FUCA,,WDA5852,30,15,22,6,,50,A
367672380,2022-03-31T00:00:07,29.36331,-94.91079,0,336.8,267,WAYNE BETHEL,,WDH9869,31,12,26,9,,57,A
356818000,2022-03-31T00:00:00,33.58738,-118.3943,1.4,68.1,355,GULF SUNRISE,IMO9788887,HPIU,80,0,336,60,20.5,80,A
367369550,2022-03-31T00:00:01,31.1431,-81.49663,0,261.8,161,ANN MORAN,IMO7716983,WUW9636,31,0,32,9,3.9,52,A
367491860,2022-03-31T00:00:05,35.34694,-94.78335,0,303.9,236,BEVERELY ANNE,,WDF8145,31,15,34,10,,31,A
316013412,2022-03-31T00:00:06,48.90527,-123.46938,8,311,307,HMCS MOOSE,,CGCZ,90,0,,,,35,A
367561370,2022-03-31T00:00:07,29.76388,-95.09321,0,303,144,GORDON A KEENAN,,WDG6853,31,12,23,,,57,A
367466650,2022-03-31T00:00:03,27.63183,-82.56383,0,245.5,7,QUANTICO CREEK,IMO9569463,WDF5735,31,0,29,9,3.6,57,A
368090720,2022-03-31T00:00:06,29.53579,-90.77737,7.9,271.9,511,ADMIRAL,,WDK8086,31,0,21,8,0,31,A
319218400,2022-03-31T00:00:06,26.06087,-80.13106,0,300.2,124,EMOCEAN,IMO9878840,ZGOU6,90,0,38,8,2.5,90,A
319016600,2022-03-31T00:00:30,26.75044,-80.05212,0,276.9,275,BELLA VITA,IMO1009649,ZGAG5,37,5,44,9,2.8,37,A
367005470,2022-03-31T00:00:00,30.09714,-93.31842,6.9,40.3,40,CREOLE RIVERS,,WDC3300,31,15,19,7,,57,A
367537710,2022-03-31T00:00:07,28.63448,-96.08538,4.9,249.5,242,POINT MALLARD,,WDG4546,31,12,23,,,57,A
366879570,2022-03-31T00:00:02,29.83453,-90.04813,0.1,276.7,511,CAROLINE GUIDRY,,WDB2770,31,0,15,6,,57,A
367467170,2022-03-31T00:00:08,29.6544,-91.20233,0,360,511,CAPT MARK,,WDF5784,31,0,15,6,,22,A
367764520,2022-03-31T00:00:04,28.58993,-96.18408,4.4,33.3,32,BRANDON KYLE,,WDJ3076,31,12,,,,57,A
366518000,2022-03-31T00:00:05,29.15055,-90.19766,0,358.3,72,ODYSSEA PHOENIX,IMO9668154,WOYY,70,0,93,19,6.5,70,A
563063800,2022-03-31T00:00:09,24.93842,-80.14339,10.4,209,204,STI MILLENNIA,IMO9829497,9V8890,80,0,183,32,8.2,80,A
368102350,2022-03-31T00:00:06,38.55431,-90.24279,5.4,40.2,511,LEGACY PROVIDER,,WDK9302,52,0,18,9,3,52,A
367430760,2022-03-31T00:00:10,32.79823,-79.9199,0,360,511,MISS EMILY,IMO8987383,WDF2689,31,15,27,8,3,31,A
367605210,2022-03-31T00:00:15,47.65353,-122.36376,0,0,511,GYRFALCON,IMO7732406,WDH3191,37,5,26,6,,67,A
368127980,2022-03-31T00:00:00,26.08223,-80.11625,0,309.5,511,EILEEN MCALLISTER,IMO9903592,WDL4089,52,0,28,10,5.3,52,A
316030941,2022-03-31T00:00:13,49.29492,-123.12887,0.2,360,511,COMMOCEAN,,,37,0,,,,37,A
367702190,2022-03-31T00:00:03,30.5098,-91.26052,0,278.3,511,JEFFREY G STOVER,,WDI4806,31,12,55,16,,31,A
368072130,2022-03-31T00:00:02,27.72477,-82.68325,102.3,360,511,JOURNEY ON,,WKD6191,37,11,0,0,2,37,A
366921420,2022-03-31T00:00:02,29.72386,-95.27348,0,273.2,511,HUGH S MONSTED,IMO8992132,WDB6286,31,12,25,9,,52,A
367753870,2022-03-31T00:00:14,47.82353,-122.40845,26.3,322.9,511,WDFW  #699,IMO0000000,WDI9957,30,,12,5,,,B
366999423,2022-03-31T00:00:07,40.50476,-80.08857,0,256.4,112,EVANICK,,AEPP,90,4,,,,32,A
338430561,2022-03-31T00:00:18,47.30239,-122.50857,1.2,360,511,KONA KAI,IMO0000000,,37,,15,5,,,B
367413350,2022-03-31T00:00:06,47.20251,-123.00267,3.1,155.2,150,HOLLY ANN,,WDE9094,31,0,31,8,,31,A
671317100,2022-03-31T00:00:14,18.33574,-64.94652,0.1,273.8,511,GREEN NICOYA,IMO9130884,5VIH6,99,3,27,8,3,99,A
367680660,2022-03-31T00:00:07,27.92833,-82.42652,0,204.1,511,RAVEN,IMO8856285,WDI2683,30,15,23,6,,0,A
367728680,2022-03-31T00:00:06,29.95538,-92.85961,4.8,70.3,69,MARK SHELL,,WDI7434,31,12,30,10,,57,A
538005406,2022-03-31T00:00:07,29.21771,-94.48194,11.1,309.6,314,STI FINCHLEY,IMO9696565,V7DN8,80,0,184,27,11.9,80,A
367045970,2022-03-31T00:00:05,30.40176,-91.21131,2.5,42.1,37,SARAH D,,WDC5757,31,12,23,8,,52,A
258018280,2022-03-31T00:00:20,18.33595,-64.93038,0.4,210.5,511,DREAMCATHER,IMO0000000,LH4974,36,,13,8,,,B
366850970,2022-03-31T00:00:21,47.69879,-122.53268,0.1,306.2,511,IMAGINE,,WDJ4930,37,,12,4,,,B
368188310,2022-03-31T00:00:03,38.649,-82.86102,1,178.1,175,LAURA S,,WDM2459,31,0,42,17,0.6,31,A
338417281,2022-03-31T00:00:22,47.62952,-122.39578,0,360,511,SOLANGE,IMO0000000,SOLANGE,36,,13,4,,,B
378113414,2022-03-31T00:00:22,25.78618,-80.17901,0,360,179,NANA 1,IMO0000000,ZJL2497,37,,33,7,,,B
368092980,2022-03-31T00:00:25,25.31155,-80.28029,0,360,511,GETTIN LOST,IMO0000000,WDK8320,37,,0,0,,,B
367702310,2022-03-31T00:00:00,37.78332,-87.94252,0,182.8,203,NOBLE C PARSONAGE,,WDI4816,31,12,38,13,,57,A
367444590,2022-03-31T00:00:01,35.46659,-89.99634,0.7,222.1,134,BILL ATKINSON,,WDF3835,31,12,47,14,,57,A
367622960,2022-03-31T00:00:02,29.5479,-94.90844,3.8,143.9,143,FONSE CENAC,,WDH4948,31,12,21,,,57,A
368147620,2022-03-31T00:00:06,29.70472,-95.0461,0,239.1,511,UNBRIDLED,IMO121954100,WDL6123,90,0,18,11,0,90,A
367571670,2022-03-31T00:00:04,40.04669,-80.73073,0,360,511,YANKEETOWN,,WDG7870,31,15,14,,,99,A
368179250,2022-03-31T00:00:03,25.76432,-80.13958,0,360,291,SEAHAWK,,SEAHAWK,20,0,0,0,0,20,A
366916250,2022-03-31T00:00:03,27.76075,-82.63526,0,201.7,511,STORE CHECKS,,WDH4119,37,15,23,5,,37,A
366972000,2022-03-31T00:00:07,45.5503,-122.70358,0,215,220,ESSAYONS,IMO7923495,AENO,90,5,106,20,8.7,33,A
366997930,2022-03-31T00:00:07,29.94317,-90.36783,0.1,219,260,RAY ECKSTEIN,IMO8635863,WDC2804,31,0,20,7,,52,A
367621000,2022-03-31T00:00:08,29.6851,-91.15139,0,74.1,169,REBEKAH,IMO7932331,WDI7588,31,0,23,8,,31,A
338482000,2022-03-31T00:00:07,29.24822,-89.03772,0.1,9.7,155,HARVEY HERMES,IMO9787314,KHGP,90,0,85,18,5.5,90,A
311003200,2022-03-31T00:00:01,32.59424,-117.33016,16.5,258.5,258,CSCC ASIA,IMO9391581,C6WY8,70,0,199,32,10,70,A
367482970,2022-03-31T00:00:00,30.04767,-90.52543,23.1,76.1,511,KLEIN K,,WDF7287,60,0,14,,,50,A
538006696,2022-03-31T00:00:02,30.00629,-88.44432,0.8,145,159,IONIC ANASSA,IMO9779795,V7QI6,80,0,249,,,80,A
367173280,2022-03-31T00:00:07,29.83015,-90.05334,0.2,321.1,229,EVIN DUPRE,,WDH3673,31,12,21,8,,57,A
319156000,2022-03-31T00:00:08,32.02392,-81.04642,0.1,0,511,PARLAY,,ZHFQ6,37,5,38,0,,99,A
660000140,2022-03-31T00:00:00,17.55638,-65.94485,6.8,266.1,511,MARGOT,IMO0000000,FGA5936,37,,13,6,,,B
367028880,2022-03-31T00:00:21,29.61417,-95.01192,0.1,263.2,511,DINO JOHN,,WCX6387,31,0,15,6,,52,A
316032491,2022-03-31T00:00:24,47.56213,-122.62238,0,148,511,KERENZA,,,37,,,,,,B
367761630,2022-03-31T00:00:01,29.36902,-94.88499,0,360,511,IWO JIMA,,WDJ2778,99,8,,,,99,A
367579230,2022-03-31T00:00:01,29.81742,-93.98145,0,110.6,511,TERRY CONNER,,WDG8602,31,15,17,5,,57,A
367578080,2022-03-31T00:00:01,29.53578,-90.7947,4.3,84.9,96,MISS DANIELLE,,WDG8493,31,0,22,,,31,A
367695890,2022-03-31T00:00:01,30.08623,-93.29087,2.8,130.7,128,AMMIE CENAC,,WDI4171,31,0,21,,,52,A
367125100,2022-03-31T00:00:01,29.34217,-94.82774,4.6,53.7,511,CAPT TOM ECHOLS SR,,WDC3771,31,12,20,7,,31,A
367637310,2022-03-31T00:00:02,29.95351,-90.38974,0.1,296.6,320,SAVAGE VOYAGER,,WDH6376,31,12,25,,,57,A
367597350,2022-03-31T00:00:02,29.94728,-93.86481,2.7,128.6,77,KATHRYN T DEVALL,,WDH2416,31,15,22,,,31,A
311001005,2022-03-31T00:00:03,28.15889,-84.80715,16,114.5,118,DOLE MAYA,IMO9877729,C6EU6,90,0,195,32,9.2,90,A
367327540,2022-03-31T00:00:04,29.83473,-93.95557,0,9.3,60,KEITH GELVIN,,WDE2629,31,0,26,9,,31,A
367057240,2022-03-31T00:00:08,29.99596,-90.7935,0,230.1,217,MARK STAAB,,WDC6503,31,12,43,13,,57,A
367467980,2022-03-31T00:00:09,28.95041,-89.38827,0,259.3,511,MISS LUCY,,WDF5860,31,12,13,4,,31,A
316038985,2022-03-31T00:00:17,49.15841,-122.94732,0,353.7,511,R.S.DEMARESQ,,,52,0,15,5,2,52,A
367719010,2022-03-31T00:00:03,28.41596,-80.62333,0,360,337,CHRISTINE S,,WDI6468,31,0,,,,52,A
338032925,2022-03-31T00:00:01,47.54045,-122.64437,0,178.3,511,SALISH MISTS,,,37,,10,3,,,B
316005728,2022-03-31T00:00:06,49.31151,-123.0961,0,0,511,CHARLES H CATES VIII,,,31,0,17,7,2.4,31,A
367402820,2022-03-31T00:00:04,29.46381,-94.96165,0,313,511,AFFIRMED,,WDE8208,31,12,22,9,,31,A
367374630,2022-03-31T00:00:07,30.75001,-88.0354,0,256.1,23,JEFF MONTGOMERY,,WDE6011,31,12,23,10,,57,A
367529420,2022-03-31T00:00:05,47.75147,-122.26498,0.1,298.2,511,ISLAND VENTURE,IMO7730525,WDG3765,31,0,31,10,3.7,0,A
367673340,2022-03-31T00:00:08,30.05492,-93.71487,4.7,88.8,89,J THOMAS,,WDH9961,31,12,21,,,57,A
367637350,2022-03-31T00:00:08,29.47004,-94.96162,0,360,511,GRACIE LEE,IMO8992601,WDH6380,31,12,21,9,,57,A
338323998,2022-03-31T00:00:15,41.65361,-87.43919,0,360,511,PAMELA RAE,IMO0000000,,36,,13,4,,,B
